,teamID,yearID,G,W,L,R,RA,RD,Wpct,PWpct,residuals
2943,NYN,2020,60,26,34,286,308,-22,0.43333333333333335,0.46301369863013697,-0.029680365296803624
2944,OAK,2020,60,36,24,274,232,42,0.6,0.5824359968968192,0.017564003103180736
2945,PHI,2020,60,28,32,306,311,-5,0.4666666666666667,0.49189680442536915,-0.025230137758702476
2946,PIT,2020,60,19,41,219,298,-79,0.31666666666666665,0.35068182649069574,-0.034015159824029084
2947,SDN,2020,60,37,23,325,241,84,0.6166666666666667,0.6452115377567103,-0.028544871090043555
2948,SEA,2020,60,27,33,254,303,-49,0.45,0.4127043019350712,0.03729569806492883
2949,SFN,2020,60,29,31,299,297,2,0.48333333333333334,0.5033556669106469,-0.02002233357731359
2950,SLN,2020,58,30,28,240,229,11,0.5172413793103449,0.5234412628020465,-0.006199883491701641
2951,TBA,2020,60,40,20,289,229,60,0.6666666666666666,0.6142966417087127,0.05237002495795395
2952,TEX,2020,60,22,38,224,312,-88,0.36666666666666664,0.3401301518438178,0.026536514822848856
2953,TOR,2020,60,32,28,302,312,-10,0.5333333333333333,0.4837176740140442,0.04961565931928913
2954,WAS,2020,60,26,34,293,301,-8,0.43333333333333335,0.4865344290167186,-0.05320109568338527
2955,ARI,2021,162,52,110,679,893,-214,0.32098765432098764,0.36634458756128374,-0.045356933240296105
2956,ATL,2021,161,88,73,790,656,134,0.546583850931677,0.5918803986206844,-0.04529654768900737
2957,BAL,2021,162,52,110,659,956,-297,0.32098765432098764,0.32211506011272667,-0.0011274057917390334
2958,BOS,2021,162,92,70,829,749,80,0.5679012345679012,0.5505671175941844,0.017334116973716784
2959,CHA,2021,162,93,69,796,636,160,0.5740740740740741,0.6103541814370703,-0.03628010736299625
2960,CHN,2021,162,71,91,705,839,-134,0.4382716049382716,0.4138612393896145,0.02441036554865711
2961,CIN,2021,162,83,79,786,760,26,0.5123456790123457,0.5168128385907265,-0.0044671595783807305
2962,CLE,2021,162,80,82,717,727,-10,0.49382716049382713,0.4930751243504332,0.0007520361433939193
2963,COL,2021,161,74,87,739,796,-57,0.45962732919254656,0.4629175824781286,-0.0032902532855820232
2964,DET,2021,162,77,85,697,756,-59,0.47530864197530864,0.45946119762234655,0.015847444352962092
2965,HOU,2021,162,95,67,863,658,205,0.5864197530864198,0.6323750799204914,-0.04595532683407155
2966,KCA,2021,162,74,88,686,788,-102,0.4567901234567901,0.4311303296260329,0.02565979383075717
2967,LAA,2021,162,77,85,723,804,-81,0.47530864197530864,0.4471036526692583,0.028204989306050365
2968,LAN,2021,162,106,56,830,561,269,0.654320987654321,0.686414493120411,-0.03209350546609002
2969,MIA,2021,162,67,95,623,701,-78,0.41358024691358025,0.44129137152797515,-0.0277111246143949
2970,MIL,2021,162,95,67,738,623,115,0.5864197530864198,0.5838976900060358,0.0025220630803840516
2971,MIN,2021,162,73,89,729,834,-105,0.4506172839506173,0.4331233083699471,0.017493975580670174
2972,NYA,2021,162,92,70,711,669,42,0.5679012345679012,0.5304066176887193,0.037494616879181875
2973,NYN,2021,162,77,85,636,668,-32,0.47530864197530864,0.4754748918563099,-0.00016624988100127913
2974,OAK,2021,162,86,76,743,687,56,0.5308641975308642,0.5391008751799284,-0.008236677649064217
2975,PHI,2021,162,82,80,734,745,-11,0.5061728395061729,0.49256295364428526,0.013609885861887605
2976,PIT,2021,162,61,101,609,833,-224,0.3765432098765432,0.34832029452369995,0.02822291535284327
2977,SDN,2021,162,79,83,729,708,21,0.4876543209876543,0.5146106584164888,-0.026956337428834465
2978,SEA,2021,162,90,72,697,748,-51,0.5555555555555556,0.4647497926458391,0.09080576290971648
2979,SFN,2021,162,107,55,804,594,210,0.6604938271604939,0.6468998811110711,0.013593946049422767
2980,SLN,2021,162,90,72,706,672,34,0.5555555555555556,0.524658428243616,0.03089712731193961
2981,TBA,2021,162,100,62,857,651,206,0.6172839506172839,0.6341023095186704,-0.0168183589013865
2982,TEX,2021,162,60,102,625,815,-190,0.37037037037037035,0.3703133146892923,5.7055681078055365e-05
2983,TOR,2021,162,91,71,846,663,183,0.5617283950617284,0.61951466521248,-0.05778627015075155
2984,WAS,2021,162,65,97,724,820,-96,0.4012345679012346,0.4380632738747894,-0.03682870597355481
